CODE,ACT,LAW,PUNISH_BASIS,ENFORCEMENT,SCORE,PUNISH,ENFORCEMENT_BASIS,BELONG
30010,行人违反交通信号通行的,《法》第三十八条、第六十二条、《条例》第三十八条第二款、三十九条、四十三条,《法》第八十九条,####,####,罚款20,####,江永县地方性法规
30020,行人不服从交警指挥的,《法》第三十八条,《法》第八十九条,####,####,罚款20,####,江永县地方性法规
30030,行人不在人行道内行走的,《法》第六十一条,《法》第八十九条,####,####,警告,####,江永县地方性法规
30040,行人在没有划分机动车道、非机动车道和人行道的道路上，不靠路边行走的,《法》第三十六条、六十一条,《法》第八十九条,####,####,警告,####,江永县地方性法规
30050,行人横过道路未走人行横道或过街设施的,《法》第六十二条、《条例》第七十五条,《法》第八十九条,####,####,警告,####,江永县地方性法规
30060,行人跨越道路隔离设施的,《法》第六十三条,《法》第八十九条,####,####,罚款10,####,江永县地方性法规
30070,行人倚坐道路隔离设施的,《法》第六十三条,《法》第八十九条,####,####,罚款10,####,江永县地方性法规
30080,行人扒车的,《法》第六十三条,《法》第八十九条,####,####,罚款20,####,江永县地方性法规
30090,行人强行拦车的,《法》第六十三条,《法》第八十九条,####,####,罚款20,####,江永县地方性法规
30100,行人实施其他妨碍交通安全的行为的,《法》第六十三条,《法》第八十九条,####,####,罚款20,####,江永县地方性法规
30110,学龄前儿童以及不能辨认或不能控制自己行为的精神疾病患者、智力障碍者在道路上通行时，没有其监护人或对其负有管理职责的人带领的,《法》第六十四条第一款,《法》第八十九条,####,####,罚款10,####,江永县地方性法规
30120,盲人在道路上通行，未使用导盲手段的,《法》第六十四条第二款,《法》第八十九条,####,####,警告,####,江永县地方性法规
30130,行人不按规定通过铁路道口的,《法》第六十五条,《法》第八十九条,####,####,警告,####,江永县地方性法规
30140,在道路上使用滑行工具的,《条例》第七十四条第一项,《法》第八十九条,####,####,警告,####,江永县地方性法规
30150,行人在车行道内坐卧、停留、嬉闹的,《条例》第七十四条第二项,《法》第八十九条,####,####,罚款20,####,江永县地方性法规
30160,行人有追车、抛物击车等妨碍道路交通安全的行为的,《条例》第七十四条第三项,《法》第八十九条,####,####,罚款20,####,江永县地方性法规
30170,行人不按规定横过机动车道的,《法》第六十二条、《条例》第七十五条,《法》第八十九条,####,####,罚款10,####,江永县地方性法规
30180,行人列队在道路上通行时每横列超过2人的,《条例》第七十六条,《法》第八十九条,####,####,警告,####,江永县地方性法规
30190,机动车行驶时，乘坐人员未按规定使用安全带的,《法》第五十一条,《法》第八十九条,####,####,罚款10,####,江永县地方性法规
30200,乘坐摩托车不戴安全头盔的,《法》第五十一条,《法》第八十九条,####,####,罚款10,####,江永县地方性法规
30210,乘车人携带易燃、易爆等危险物品的,《法》第六十六条,《法》第八十九条,####,####,罚款20,####,江永县地方性法规
30220,乘车人向车外抛洒物品的,《法》第六十六条,《法》第八十九条,####,####,警告,####,江永县地方性法规
30230,乘车人有影响驾驶人安全驾驶的行为的,《法》第六十六条,《法》第八十九条,####,####,罚款10,####,江永县地方性法规
30240,在机动车道上拦乘机动车的,《条例》第七十七条第一项,《法》第八十九条,####,####,罚款10,####,江永县地方性法规
30250,在机动车道上从机动车左侧上下车的,《条例》第七十七条第二项,《法》第八十九条,####,####,警告,####,江永县地方性法规
30260,开关车门妨碍其他车辆和行人通行的,《条例》第七十七条第三项,《法》第八十九条,####,####,罚款20,####,江永县地方性法规
30270,机动车行驶中乘坐人员干扰驾驶的,《条例》第七十七条第四项,《法》第八十九条,####,####,罚款20,####,江永县地方性法规
30280,机动车行驶中乘坐人员将身体任何部分伸出车外的,《条例》第七十七条第四项,《法》第八十九条,####,####,警告,####,江永县地方性法规
30290,乘车人在机动车行驶中跳车的,《条例》第七十七条第四项,《法》第八十九条,####,####,罚款20,####,江永县地方性法规
30300,乘坐两轮摩托车未正向骑坐的,《条例》第七十七条第五项,《法》第八十九条,####,####,警告,####,江永县地方性法规
40010,行人进入高速公路的,《法》第六十七条,《法》第八十九条,####,####,罚款20,####,江永县地方性法规
40020,拖拉机驶入高速公路的,《法》第五十五条第一款、第六十七条,《法》第九十条,####,####,罚款200,####,江永县地方性法规
40030,非机动车驶入高速公路的,《法》第六十七条,《法》第八十九条,####,####,罚款50,####,江永县地方性法规
40040,在高速公路上车辆发生故障或事故后，车上人员未迅速转移到右侧路肩上或者应急车道内的,《法》第六十八条第一款,《法》第八十九条,####,####,罚款20,####,江永县地方性法规
40050,机动车从匝道进入或驶离高速公路时不按规定使用灯光的,《条例》第七十九条第一款、第二款,《法》第九十条,####,####,罚款100,####,江永县地方性法规
40060,机动车从匝道进入高速公路时妨碍已在高速公路内的机动车正常行驶的,《条例》第七十九条第一款,《法》第九十条,####,####,罚款100,####,江永县地方性法规
40070,在高速公路的路肩上行驶的,《条例》第八十二条第三项,《法》第九十条,####,####,罚款200,####,江永县地方性法规
40090,机动车在高速公路上通过施工作业路段，不减速行驶的,《条例》第八十四条,《法》第九十条,####,####,罚款100,####,江永县地方性法规
40100,在高速公路上骑、轧车行道分界线的,《条例》第八十二条第三项,《法》第九十条,####,####,罚款200,####,江永县地方性法规
40110,在高速公路上试车或学习驾驶机动车的,《条例》第八十二条第五项,《法》第九十条,####,####,罚款200,####,江永县地方性法规
40120,在高速公路上违反规定拖曳故障车、肇事车的,《法》第六十八条第二款,《法》第九十条,####,####,罚款200,####,江永县地方性法规
40140,在高速公路上行驶的载货汽车车厢载人的,《条例》第八十三条,《法》第九十条,####,####,罚款200,####,江永县地方性法规
40150,在高速公路上行驶的两轮摩托车载人的,《条例》第八十三条,《法》第九十条,####,####,罚款200,####,江永县地方性法规
40160,驾驶机动车在高速公路上行驶低于规定时速20%以下的,《条例》第七十八条第三款,《法》第九十条,####,####,警告,####,江永县地方性法规
40170,低能见度气象条件下，驾驶机动车在高速公路上不按规定行驶的,《条例》第八十一条第一款,《法》第九十条,####,####,罚款200,####,江永县地方性法规
40180,驾驶设计最高时速低于70公里的机动车进入高速公路的,《法》第六十七条,《法》第九十条,####,####,罚款200,####,江永县地方性法规
41010,在高速公路上行驶时，驾驶人未按规定使用安全带的,《法》第五十一条,《法》第九十条,####,记1分,罚款50,####,江永县地方性法规
43020,机动车在高速公路上发生故障或事故后，不按规定使用灯光的,《法》第六十八条第一款、《条例》第六十条,《法》第九十条,####,记3分,罚款200,####,江永县地方性法规
43030,机动车在高速公路上发生故障或事故后，不按规定设置警告标志的,《法》第六十八条第一款、《条例》第六十条,《法》第九十条,####,记3分,罚款200,####,江永县地方性法规
43061,驾驶机动车在高速公路上正常情况下行驶速度低于规定最低时速20%以上的,《条例》第七十八条第三款,《法》第九十条,####,记3分,罚款200,####,江永县地方性法规
43110,在高速公路上不按规定超车的,《条例》第八十二条第二项,《法》第九十条,####,记3分,罚款200,####,江永县地方性法规
43120,驾驶机动车在高速公路上不按规定车道行驶的,《条例》第四十四条第一款,《法》第九十条,####,记3分,罚款200,####,江永县地方性法规
46080,驾驶机动车在高速公路上违法占用应急车道行驶的,《条例》第八十二条第四项,《法》第九十条,####,记6分,罚款200,####,江永县地方性法规
46090,驾驶中型以上载客汽车在高速公路上行驶超过规定时速未达到百分之二十的,《法》第四十二条、《条例》第七十八条,《法》第九十条,####,记6分,罚款200,####,江永县地方性法规
46100,驾驶中型以上载货汽车在高速公路上行驶超过规定时速未达到百分之二十的,《法》第四十二条、《条例》第七十八条,《法》第九十条,####,记6分,罚款200,####,江永县地方性法规
46110,驾驶校车在高速公路上行驶超过规定时速未达到百分之二十的,《法》第四十二条、《条例》第七十八条,《法》第九十条,####,记6分,罚款200,####,江永县地方性法规
46120,驾驶危险物品运输车辆在高速公路上行驶超过规定时速未达到百分之二十的,《法》第四十二条、《条例》第七十八条、《剧毒化学品购买和公路运输许可证件管理办法》第十八条第二款,《法》第九十条,####,记6分,罚款200,####,江永县地方性法规
46160,驾驶校车、中型以上载客载货汽车、危险物品运输车辆以外的机动车在高速公路上行驶超过规定时速百分之二十以上未达到百分之五十的,《法》第四十二条、《条例》第七十八条,《法》第九十条,####,记6分,罚款200,####,江永县地方性法规
47010,在高速公路上倒车的,《条例》第八十二条第一项,《法》第九十条,####,记12分,罚款200,####,江永县地方性法规
47020,在高速公路上逆行的,《条例》第八十二条第一项,《法》第九十条,####,记12分,罚款200,####,江永县地方性法规
47030,在高速公路上穿越中央分隔带掉头的,《条例》第八十二条第一项,《法》第九十条,####,记12分,罚款200,####,江永县地方性法规
47060,在高速公路上行驶超过规定时速百分之二十以上未达到百分之五十的,《法》第四十二条、《条例》第七十八条,《法》第九十条,####,记12分,罚款200,####,江永县地方性法规
47070,驾驶中型以上载货汽车在高速公路上行驶超过规定时速百分之二十以上未达到百分之五十的,《法》第四十二条、《条例》第七十八条,《法》第九十条,####,记12分,罚款200,####,江永县地方性法规
47080,驾驶校车在高速公路上行驶超过规定时速百分之二十以上未达到百分之五十的,《法》第四十二条、《条例》第七十八条,《法》第九十条,####,记12分,罚款200,####,江永县地方性法规
47090,驾驶危险物品运输车辆在高速公路上行驶超过规定时速百分之二十以上未达到百分之五十的,《法》第四十二条、《条例》第七十八条、《剧毒化学品购买和公路运输许可证件管理办法》第十八条第二款,《法》第九十条,####,记12分,罚款200,####,江永县地方性法规
47101,驾驶中型以上载客汽车在高速公路上行驶超过规定时速百分之五十以上，时速未达到180公里的,《法》第四十二条、《条例》第七十八条,《法》第九十九条第一款第四项、第二款,扣留驾驶证,记12分,罚款1500，可以吊销机动车驾驶证,《法》第一百一十条第一款,江永县地方性法规
47102,驾驶中型以上载客汽车在高速公路上行驶超过规定时速百分之五十以上，时速达到180公里及以上的,《法》第四十二条、《条例》第七十八条,《法》第九十九条第一款第四项、第二款,扣留驾驶证,记12分,罚款2000，吊销机动车驾驶证,《法》第一百一十条第一款,江永县地方性法规
47111,驾驶中型以上载货汽车在高速公路上行驶超过规定时速百分之五十以上，时速未达到180公里的,《法》第四十二条、《条例》第七十八条,《法》第九十九条第一款第四项、第二款,扣留驾驶证,记12分,罚款1500，可以吊销机动车驾驶证,《法》第一百一十条第一款,江永县地方性法规
47112,驾驶中型以上载货汽车在高速公路上行驶超过规定时速百分之五十以上，时速达到180公里及以上的,《法》第四十二条、《条例》第七十八条,《法》第九十九条第一款第四项、第二款,扣留驾驶证,记12分,罚款2000，吊销机动车驾驶证,《法》第一百一十条第一款,江永县地方性法规
47121,驾驶校车在高速公路上行驶超过规定时速百分之五十以上，时速未达到180公里的,《法》第四十二条、《条例》第,《法》第九十九条第一款第四项、第二款,扣留驾驶证,记12分,罚款1500，可以吊销机动车驾驶证,《法》第一百一十条第一款,江永县地方性法规
47122,驾驶校车在高速公路上行驶超过规定时速百分之五十以上，时速达到180公里及以上的,《法》第四十二条、《条例》第,《法》第九十九条第一款第四项、第二款,扣留驾驶证,记12分,罚款2000，吊销机动车驾驶证,《法》第一百一十条第一款,江永县地方性法规
47131,驾驶危险物品运输车辆在高速公路上行驶超过规定时速百分之五十以上，时速未达到180公里的,《法》第四十二条、《条例》第七十八条、《剧毒化学品购买和公路运输许可证件管理办法》第十八条第二款,《法》第九十九条第一款第四项、第二款,扣留驾驶证,记12分,罚款1500，可以吊销机动车驾驶证,《法》第一百一十条第一款,江永县地方性法规
47132,驾驶危险物品运输车辆在高速公路上行驶超过规定时速百分之五十以上，时速达到180公里及以上的,《法》第四十二条、《条例》第七十八条、《剧毒化学品购买和公路运输许可证件管理办法》第十八条第二款,《法》第九十九条第一款第四项、第二款,扣留驾驶证,记12分,罚款1500，吊销机动车驾驶证,《法》第一百一十条第一款,江永县地方性法规
47140,驾驶校车、中型以上载客载货汽车、危险物品运输车辆以外的机动车在高速公路上行驶超过规定时速百分之五十以上，时速未达到180公里的,《法》第四十二条、《条例》第七十八条,《法》第九十九条第一款第四项、第二款,扣留驾驶证,记12分,罚款1500，可以吊销机动车驾驶证,《法》第一百一十条第一款,江永县地方性法规
47141,驾驶校车、中型以上载客载货汽车、危险物品运输车辆以外的机动车在高速公路上行驶超过规定时速百分之五十以上，时速达到180公里及以上的,《法》第四十二条、《条例》第四十五条、第四十六条,《法》第九十九条第一款第四项、第一百一十条第一款,扣留驾驶证,记12分,罚款2000，吊销机动车驾驶证,《法》第一百一十条第一款,江永县地方性法规
49010,驾驶机动车在高速公路行车道上违法停车的,《条例》第八十二条第一项,《法》第九十条,####,记9分,罚款200,####,江永县地方性法规
50010,伪造、变造摩托车、拖拉机机动车登记证书的,《法》第十六条第三项,《法》第九十六条第一款,收缴物品,####,罚款3000，处5日拘留,《法》第一百条第一款,江永县地方性法规
50011,伪造、变造机动车登记证书的,《法》第十六条第三项,《法》第九十六条第一款,收缴物品,####,罚款4000，处10日拘留,《法》第一百条第一款,江永县地方性法规
50012,伪造、变造营运车辆机动车登记证书的,《法》第十六条第三项,《法》第九十六条第一款,收缴物品,####,罚款5000，处15日拘留,《法》第一百条第一款,江永县地方性法规
50020,伪造、变造摩托车、拖拉机机动车号牌的,《法》第十六条第三项,《法》第九十六条第一款,收缴物品,####,罚款3000，处5日拘留,《法》第一百条第一款,江永县地方性法规
50021,伪造、变造拖拉机、摩托车以外非营运机动车号牌的,《法》第十六条第三项,《法》第九十六条第一款,收缴物品,####,罚款4000，处10日拘留,《法》第一百条第一款,江永县地方性法规
50022,伪造、变造营运机动车号牌的,《法》第十六条第三项,《法》第九十六条第一款,收缴物品,####,罚款5000，处15日拘留,《法》第一百条第一款,江永县地方性法规
50030,伪造、变造摩托车、拖拉机机动车行驶证,《法》第十六条第三项,《法》第九十六条第一款,收缴物品,####,罚款3000，处5日拘留,《法》第一百条第一款,江永县地方性法规
50031,伪造、变造拖拉机、摩托车以外非营运车辆行驶证的,《法》第十六条第三项,《法》第九十六条第一款,收缴物品,####,罚款4000，处10日拘留,《法》第一百条第一款,江永县地方性法规
50032,伪造、变造营运车辆机动车行驶证,《法》第十六条第三项,《法》第九十六条第一款,收缴物品,####,罚款5000，处15日拘留,《法》第一百条第一款,江永县地方性法规
50040,伪造、变造摩托车、拖拉机机动车检验合格标志,《法》第十六条第三项,《法》第九十六条第二款,收缴物品,####,罚款2000，处5日拘留,《法》第一百条第一款,江永县地方性法规
50041,伪造、变造拖拉机、摩托车以外非营运机动车检验合格标志,《法》第十六条第三项,《法》第九十六条第二款,收缴物品,####,罚款2500，处7日拘留,《法》第一百条第一款,江永县地方性法规
50042,伪造、变造营运车辆机动车检验合格标志,《法》第十六条第三项,《法》第九十六条第二款,收缴物品,####,罚款3000，处10日拘留,《法》第一百条第一款,江永县地方性法规
50050,伪造、变造摩托车、拖拉机机动车保险标志的,《法》第十六条第三项,《法》第九十六条第二款,收缴物品,####,罚款2000，处5日拘留,《法》第一百条第一款,江永县地方性法规
50051,伪造、变造拖拉机、摩托车以外非营运机动车保险标志的,《法》第十六条第三项,《法》第九十六条第二款,收缴物品,####,罚款2500，处7日拘留,《法》第一百条第一款,江永县地方性法规
50052,伪造、变造营运车辆机动车保险标志的,《法》第十六条第三项,《法》第九十六条第二款,收缴物品,####,罚款3000，处10日拘留,《法》第一百条第一款,江永县地方性法规
50060,伪造、变造摩托车、拖拉机机动车驾驶证的,《法》第九十六条第一款,《法》第九十六条第一款,收缴物品,####,罚款3000，处5日拘留,《法》第一百条第一款,江永县地方性法规
50061,伪造、变造拖拉机、摩托车以外非营运机动车驾驶证的,《法》第九十六条第一款,《法》第九十六条第一款,收缴物品,####,罚款4000，处10日拘留,《法》第一百条第一款,江永县地方性法规
50062,伪造、变造营运车辆机动车驾驶证的,《法》第九十六条第一款,《法》第九十六条第一款,收缴物品,####,罚款5000，处15日拘留,《法》第一百条第一款,江永县地方性法规
50070,使用伪造、变造的机动车登记证书的,《法》第十六条第三项,《法》第九十六条第一款,收缴物品,####,罚款3000，处5日拘留,《法》第一百条第一款,江永县地方性法规
50071,使用伪造、变造拖拉机、摩托车以外非营运机动车登记证书的,《法》第十六条第三项,《法》第九十六条第一款,收缴物品,####,罚款4000，处7日拘留,《法》第一百条第一款,江永县地方性法规
50072,使用伪造、变造的营运车辆机动车登记证书的,《法》第十六条第三项,《法》第九十六条第一款,收缴物品,####,罚款5000，处10日拘留,《法》第一百条第一款,江永县地方性法规
50100,使用伪造、变造的摩托车、拖拉机检验合格标志的,《法》第十六条第三项,《法》第九十六条第二款,收缴物品,####,罚款2000，处5日拘留,《法》第一百条第一款,江永县地方性法规
50101,使用伪造、变造拖拉机、摩托车以外非营运机动车检验合格标志的,《法》第十六条第三项,《法》第九十六条第二款,收缴物品,####,罚款2500，处7日拘留,《法》第一百条第一款,江永县地方性法规
50102,使用伪造、变造的营运车辆机动车检验合格标志的,《法》第十六条第三项,《法》第九十六条第二款,收缴物品,####,罚款3000，处10日拘留,《法》第一百条第一款,江永县地方性法规
50110,使用伪造、变造的摩托车、拖拉机机动车保险标志的,《法》第十六条第三项,《法》第九十六条第二款,收缴物品,####,罚款2000，处5日拘留,《法》第一百条第一款,江永县地方性法规
50111,使用伪造、变造的拖拉机、摩托车以外非营运机动车保险标志的,《法》第十六条第三项,《法》第九十六条第二款,收缴物品,####,罚款2500，处7日拘留,《法》第一百条第一款,江永县地方性法规
50112,使用伪造、变造的营运机动车保险标志的,《法》第十六条第三项,《法》第九十六条第二款,收缴物品,####,罚款3000，处10日拘留,《法》第一百条第一款,江永县地方性法规
50130,使用其它摩托车、拖拉机的机动车登记证书的,《法》第十六条第四项,《法》第九十六条第三款,收缴物品,####,罚款3000,《法》第一百条第一款,江永县地方性法规
50131,使用除摩托车、拖拉机以外的其他非营运机动的机动车登记证书的,《法》第十六条第四项,《法》第九十六条第三款,收缴物品,####,罚款4000,《法》第一百条第一款,江永县地方性法规
50132,使用其他营运车辆的机动车登记证书的,《法》第十六条第四项,《法》第九十六条第三款,收缴物品,####,罚款5000,《法》第一百条第一款,江永县地方性法规
50160,使用其他摩托车、拖拉机的机动车检验合格标志的,《法》第十六条第四项,《法》第九十六条第三款,收缴物品,####,罚款3000,《法》第一百条第一款,江永县地方性法规
50161,使用除摩托车、拖拉机以外的其他非营运机动检验合格标志的,《法》第十六条第四项,《法》第九十六条第三款,收缴物品,####,罚款4000,《法》第一百条第一款,江永县地方性法规
50162,使用其他营运车辆的机动车检验合格标志的,《法》第十六条第四项,《法》第九十六条第三款,收缴物品,####,罚款5000,《法》第一百条第一款,江永县地方性法规
50170,使用其他摩托车、拖拉机的机动车保险标志的,《法》第十六条第四项,《法》第九十六条第三款,收缴物品,####,罚款3000,《法》第一百条第一款,江永县地方性法规
50171,使用其他车辆的机动车保险标志的,《法》第十六条第四项,《法》第九十六条第三款,收缴物品,####,罚款4000,《法》第一百条第一款,江永县地方性法规
50172,使用其他营运车辆的机动车保险标志的,《法》第十六条第四项,《法》第九十六条第三款,收缴物品,####,罚款5000,《法》第一百条第一款,江永县地方性法规
50180,强迫驾驶人违反交通安全法律、法规和安全驾驶要求驾驶机动车，造成财产损失事故，积极履行赔付义务的,《法》第二十二条第三款,《法》第九十九条第一款第五项、第二款,####,####,罚款500,####,江永县地方性法规
50181,强迫驾驶人违反交通安全法律、法规和安全驾驶要求驾驶机动车，造成财产损失事故，拒不履行赔付义务的,《法》第二十二条第三款,《法》第九十九条第一款第五项、第二款,####,####,罚款1500，可以处10日拘留,####,江永县地方性法规
50182,强迫驾驶人违反交通安全法律、法规和安全驾驶要求驾驶机动车，造成伤人以上道路交通事故，尚不构成犯罪的,《法》第二十二条第三款,《法》第九十九条第一款第五项、第二款,####,####,罚款2000，处15日拘留,####,江永县地方性法规
50190,故意损毁交通设施，仅造成财产损失事故，积极履行赔付义务的,《法》第二十八条第一款,《法》第九十九条第一款第七项、第二款,####,####,罚款500,####,江永县地方性法规
50191,故意损毁交通设施，仅造成财产损失事故，拒不履行赔付义务的,《法》第二十八条第一款,《法》第九十九条第一款第七项、第二款,####,####,罚款1500，可以处10日拘留,####,江永县地方性法规
50192,故意损毁交通设施，造成伤人以上道路交通事故，尚不构成犯罪的,《法》第二十八条第一款,《法》第九十九条第一款第七项、第二款,####,####,罚款2000，处15日拘留,####,江永县地方性法规
50200,故意移动交通设施，仅造成财产损失事故，积极履行赔付义务的,《法》第二十八条第一款,《法》第九十九条第一款第七项、第二款,####,####,罚款500,####,江永县地方性法规
50201,故意移动交通设施，仅造成财产损失事故，拒不履行赔付义务的,《法》第二十八条第一款,《法》第九十九条第一款第七项、第二款,####,####,罚款1500，可以处10日拘留,####,江永县地方性法规
50202,故意移动交通设施，造成伤人以上道路交通事故，尚不构成犯罪的,《法》第二十八条第一款,《法》第九十九条第一款第七项、第二款,####,####,罚款2000，处15日拘留,####,江永县地方性法规
50210,故意涂改交通设施，造成危害后果，尚不构成犯罪的（仅造成财产损失事故，积极履行赔付义务的）,《法》第九十九条第一款第七项,《法》第九十九条第一款第七项、第二款,####,####,罚款500,####,江永县地方性法规
50211,故意涂改交通设施，仅造成财产损失事故，拒不履行赔付义务的,《法》第九十九条第一款第七项,《法》第九十九条第一款第七项、第二款,####,####,罚款1500，处10日拘留,####,江永县地方性法规
50212,故意涂改交通设施，造成伤人以上道路交通事故，尚不构成犯罪的,《法》第九十九条第一款第七项,《法》第九十九条第一款第七项、第二款,####,####,罚款2000，处15日拘留,####,江永县地方性法规
50220,非法拦载机动车，不听劝阻，造成交通严重阻塞,《法》第九十九条第一款第八项,《法》第九十九条第一款第八项、第二款,####,####,罚款1500，处10日拘留,####,江永县地方性法规
50221,非法拦载机动车，不听劝阻，造成交通严重阻塞、较大财产损失的,《法》第九十九条第一款第八项,《法》第九十九条第一款第八项、第二款,####,####,罚款2000，处15日拘留,####,江永县地方性法规
50230,非法扣留机动车辆，不听劝阻，造成交通严重阻塞,《法》第九十九条第一款第八项,《法》第九十九条第一款第八项、第二款,####,####,罚款1500，处15日拘留,####,江永县地方性法规
50231,非法扣留机动车辆，不听劝阻，造成较大财产损失的,《法》第九十九条第一款第八项,《法》第九十九条第一款第八项、第二款,####,####,罚款2000，处15日拘留,####,江永县地方性法规
50240,在省道、县道道两侧及隔离带上种植物或设置广告牌、管线等，遮挡路灯、交通信号灯、交通标志，妨碍安全视距拒不排除障碍的,《法》第二十八条第二款,《法》第一百零六条,####,####,罚款500,####,江永县地方性法规
50241,在城市快速路道路两侧及隔离带上种植物或设置广告牌、管线等，遮挡路灯、交通信号灯、交通标志，妨碍安全视距拒不排除障碍的,《法》第二十八条第二款,《法》第一百零六条,####,####,罚款1500,####,江永县地方性法规
50242,在高速公路道路两侧及隔离带上种植物或设置广告牌、管线等，遮挡路灯、交通信号灯、交通标志，妨碍安全视距拒不排除障碍的,《法》第二十八条第二款,《法》第一百零六条,####,####,罚款2000,####,江永县地方性法规
50250,在省道、县道道路两侧及隔离带上种植物或设置广告牌、管线等，遮挡路灯、交通信号灯、交通标志，妨碍安全视距的,《法》第二十八条第二款,《法》第一百零六条,####,####,罚款500,####,江永县地方性法规
50251,在城市道路两侧及隔离带上种植物或设置广告牌、管线等，遮挡路灯、交通信号灯、交通标志，妨碍安全视距的,《法》第二十八条第二款,《法》第一百零六条,####,####,罚款1500,####,江永县地方性法规
50252,在高速公路道路两侧及隔离带上种植物或设置广告牌、管线等，遮挡路灯、交通信号灯、交通标志，妨碍安全视距的,《法》第二十八条第二款,《法》第一百零六条,####,####,罚款2000,####,江永县地方性法规
50260,擅自挖掘道路影响交通安全的,《法》第三十一条、第三十二条,《法》第一百零四条第一款,####,####,罚款20000,####,江永县地方性法规
50270,擅自占用道路施工影响交通安全的,《法》第三十一条、第三十二条,《法》第一百零四条第一款,####,####,罚款20000,####,江永县地方性法规
50280,从事其他影响交通安全活动的,《法》第三十一条、第三十二条,《法》第一百零四条第一款,####,####,罚款20000,####,江永县地方性法规
50290,出售已达到报废标准的机动车的,《法》第十四条,《法》第一百条第三款,收缴物品,####,罚款销售金额等额的罚款,《法》第一百条第一款,江永县地方性法规
50300,其他机动车喷涂特种车特定标志图案的,《法》第十五条第一款,《法》第九十条,####,####,罚款200,####,江永县地方性法规
50310,生产拼装机动车的,《法》第十六条第一项,《法》第一百零三条第四款,收缴物品,####,罚款200000,《法》第一百条第一款,江永县地方性法规
50320,生产擅自改装的机动车的,《法》第十六条第一项,《法》第一百零三条第四款,####,####,罚款200000,####,江永县地方性法规
50330,销售拼装机动车的,《法》第一百零三条第四款,《法》第一百零三条第四款,####,####,罚款200000,####,江永县地方性法规
50340,销售擅自改装的机动车的,《法》第一百零三条第四款,《法》第一百零三条第四款,####,####,罚款200000,####,江永县地方性法规
50350,服用国家管制的精神药品或麻醉药品仍继续驾驶的,《法》第二十二条第二款,《法》第九十条,可以拖移机动车,####,罚款200,《条例》第一百零四条,江永县地方性法规
50360,患有妨碍安全驾驶机动车的疾病仍继续驾驶的,《法》第二十二条第二款,《法》第九十条,可以拖移机动车,####,罚款200,《条例》第一百零四条,江永县地方性法规
50370,过度疲劳仍继续驾驶的,《法》第二十二条第二款,《法》第九十条,可以拖移机动车,####,罚款200,《条例》第一百零四条,江永县地方性法规
50381,重型、中型载货汽车及其挂车的车身或者车厢后部未按规定喷涂放大的牌号的,《条例》第十三条第一款,《机动车登记规定》第七十八条第一项,####,####,警告,####,江永县地方性法规
50382,客运车辆未按规定喷涂放大的牌号、放大牌号不清晰的,《条例》第十三条第一款,《机动车登记规定》第七十八条第一项,####,####,警告,####,江永县地方性法规
50390,对符合暂扣和可以吊销机动车驾驶证情形，机动车驾驶证被扣留后驾驶人无正当理由逾期未接受处理的,《法》第一百一十条,《法》第一百一十条,扣留驾驶证,####,吊销机动车驾驶证,《法》第一百一十条第一款,江永县地方性法规
50400,以欺骗、贿赂等不正当手段取得机动车登记的,《条例》第一百零三条,《条例》第一百零三条、《机动车登记规定》第八十一条第一款,收缴物品,####,罚款2000,《法》第一百条第一款,江永县地方性法规
50410,以欺骗、贿赂等不正当手段取得机动车驾驶证的,《条例》第一百零三条,《条例》第一百零三条、《机动车驾驶证申领和使用规定》第九十三条第三款,收缴物品,####,罚款2000,《法》第一百条第一款,江永县地方性法规
50420,12个月内累积记分达到12分拒不参加学习也不接受考试的,《条例》第二十五条,《条例》第二十五条,####,####,公告停用,####,江永县地方性法规
50430,车辆被扣留后，经公告三个月后仍不来接受处理的,《法》第一百一十二条第三款,《法》第一百一十二条第三款、《条例》第一百零七条,####,####,警告，依法处理,####,江永县地方性法规
50441,机动车安全技术检验机构对摩托车、三轮汽车、低速载货汽车、小型、微型载客汽车、轻型、微型载货汽车等机动车出具虚假机动车安全技术检验结果的,《法》第九十四条第二款,《法》第九十四条第二款,####,####,罚款所收检验费用5倍以上8倍以下罚款,####,江永县地方性法规
50442,机动车安全技术检验机构对大型载客汽车，重型、中型全挂、半挂汽车，核载十人以上的城市公共汽车，重型、中型载货汽车等机动车出具虚假机动车安全技术检验结果的,《法》第九十四条第二款,《法》第九十四条第二款,####,####,罚款所收检验费用8倍以上10倍以下罚款,####,江永县地方性法规
50450,擅自停止使用停车场或改作他用的,《法》第三十三条第一款,《法》第三十三条第一款,####,####,责令限期改正；逾期不改正的，按照《湖南省停车场管理办法》处以每车位每日100元罚款,####,江永县地方性法规
50463,运输单位的客运车辆载客或货运车辆超载，经处罚不改的(对直接负责的主管人员),《法》第九十二条第四款,《法》第九十二条第四款、《办法》第六十条,####,####,罚款2000,####,江永县地方性法规
50464,运输单位的客运车辆载客或货运车辆超载，经两次以上处罚不改的(对直接负责的主管人员),《法》第九十二条第四款,《法》第九十二条第四款、《办法》第六十条,####,####,罚款5000,####,江永县地方性法规
50470,改变机动车型号、发动机号、车架号或者车辆识别代号的,《法》第十六条第二项,《机动车登记规定》第七十九条,####,####,罚款500,####,江永县地方性法规
50480,未经许可，占用道路从事非交通活动的,《法》第三十一条,《法》第一百零四条,####,####,罚款200000,####,江永县地方性法规
